artists,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Elvis Costello & The Attractions,You Little Fool,21,189546,0,0.581,0.621,7,-7.952,1,0.0259,0.126,0.0,0.0584,0.421,112.263,4,power-pop
Cobra Skulls,Rebel Fate,21,172120,0,0.37,0.826,0,-5.613,1,0.0351,0.000133,0.00148,0.175,0.721,97.029,4,power-pop
Los Crudos,¿Por Qué-,21,68789,0,0.295,0.961,4,-3.297,1,0.164,0.00286,0.778,0.402,0.574,172.55,3,power-pop
The Jayhawks,Settled Down Like Rain,21,180533,0,0.64,0.696,0,-8.37,1,0.0269,0.000532,0.00155,0.294,0.892,115.289,4,power-pop
Screeching Weasel,Frankengirl,22,109800,0,0.578,0.957,1,-3.506,0,0.0527,0.015,0.0,0.365,0.789,105.543,4,power-pop
Guided By Voices,Over The Neptune/Mesh Gear Fox,20,341666,0,0.171,0.8,7,-4.778,1,0.0454,0.00709,0.0165,0.328,0.352,142.74,4,power-pop
The Jayhawks,Blue,21,189506,0,0.524,0.577,4,-8.192,1,0.0278,0.239,0.0,0.224,0.366,136.176,4,power-pop
The Lawrence Arms,Drunk Tweets,23,84680,0,0.538,0.95,0,-6.607,1,0.0527,0.000697,0.0,0.963,0.802,109.796,4,power-pop
Hoodoo Gurus,I Don't Mind - 2005 Remaster,20,219973,0,0.582,0.962,2,-2.798,1,0.0578,0.0685,0.00117,0.0378,0.804,138.096,4,power-pop
Hoodoo Gurus,You Open My Eyes - Remaster 2005,20,197560,0,0.548,0.948,7,-2.06,1,0.0344,0.00197,0.0,0.155,0.688,108.856,4,power-pop
Los Crudos,"Cipayos, Traidores y Vendidos",21,34456,0,0.209,0.993,4,-3.608,1,0.144,0.000151,0.000385,0.19,0.515,157.578,4,power-pop
Squeeze,Someone Else's Heart,21,180400,0,0.646,0.505,9,-14.801,0,0.0344,0.00317,0.11,0.0762,0.776,138.022,4,power-pop
Teenage Fanclub,Winter,20,226600,0,0.454,0.796,3,-7.999,1,0.0311,0.000154,0.00253,0.178,0.909,113.292,4,power-pop
Elvis Costello & The Attractions,Blue Chair,21,220466,0,0.613,0.652,2,-7.214,1,0.0291,0.534,0.0,0.0874,0.703,117.293,4,power-pop
The Replacements,Beer for Breakfast,21,97866,1,0.517,0.855,10,-5.594,1,0.0355,0.0733,0.00123,0.0678,0.913,180.499,4,power-pop
The Lillingtons,Phantom Maggot,21,115000,0,0.501,0.868,0,-5.373,1,0.0312,0.000362,0.135,0.113,0.898,89.753,4,power-pop
The Replacements,Red Red Wine - 2008 Remaster,21,182093,0,0.205,0.959,0,-8.252,1,0.06,0.00082,0.0,0.127,0.287,168.641,4,power-pop
Elvis Costello & The Attractions,The Greatest Thing,21,184280,0,0.689,0.748,11,-9.524,0,0.0564,0.0367,8.3e-06,0.0947,0.963,101.06,4,power-pop
Guided By Voices,Awful Bliss,49,72466,0,0.508,0.312,7,-13.333,1,0.0355,0.786,0.0259,0.0684,0.179,160.236,3,power-pop
The Cars,Moving In Stereo,42,281773,0,0.71,0.542,11,-11.659,1,0.0409,0.144,0.117,0.208,0.344,115.773,4,power-pop
Badfinger,Apple Of My Eye - Remastered 2010,42,186400,0,0.57,0.338,6,-10.163,1,0.0257,0.471,0.0,0.0913,0.388,72.587,4,power-pop
The Reflectors,All Made Up,19,131573,0,0.411,0.918,2,-6.479,1,0.0477,0.00822,6.68e-05,0.109,0.673,156.836,4,power-pop
Jimmy Eat World,Recommit,20,251772,0,0.563,0.7,11,-12.245,0,0.041,0.000436,0.000143,0.382,0.317,124.031,4,power-pop
The Exploding Hearts,Jailbird,19,217013,0,0.435,0.962,7,-5.594,1,0.0461,0.216,3.87e-06,0.201,0.575,138.865,4,power-pop
Crying,Rat Baby,20,116278,0,0.414,0.669,3,-5.716,1,0.0382,0.0166,0.00409,0.291,0.821,157.594,4,power-pop
Tony Molina,Don't Come Back,20,92244,0,0.127,0.839,7,-6.01,1,0.0545,0.138,0.0963,0.444,0.476,148.266,4,power-pop
The Donnas,Skintight,20,155666,0,0.27,0.974,2,-3.925,1,0.075,0.000964,2.88e-05,0.265,0.416,88.258,4,power-pop
Chris Spedding,Jump in My Car,19,201786,0,0.731,0.61,2,-5.477,1,0.0301,0.558,1.26e-05,0.0772,0.586,113.13,4,power-pop
Jimmy Eat World,Your New Aesthetic,21,164029,0,0.573,0.851,7,-6.154,1,0.0658,0.00884,2.63e-06,0.307,0.788,162.897,4,power-pop
Superdrag,Keep It Close to Me,20,230690,0,0.385,0.887,5,-5.72,1,0.0482,0.000283,6.91e-05,0.636,0.261,132.404,4,power-pop
Elvis Costello,Little Palaces,22,229053,0,0.615,0.318,7,-10.261,1,0.046,0.229,1.67e-06,0.199,0.551,94.984,4,power-pop
The Records,Starry Eyes,20,287893,0,0.101,0.776,3,-6.978,1,0.053,0.186,0.000154,0.979,0.393,158.096,4,power-pop
The Lemonheads,Shakey Ground,20,108120,0,0.579,0.317,0,-14.671,1,0.0413,0.773,0.0103,0.152,0.673,114.641,4,power-pop
Chixdiggit!,You're Pretty Good,21,108786,0,0.421,0.953,1,-4.409,1,0.0593,0.0281,0.000478,0.0344,0.884,171.911,4,power-pop
White Reaper,Another Day,21,111290,0,0.324,0.983,5,-1.624,0,0.099,0.000271,0.000117,0.565,0.178,148.234,4,power-pop
The Jayhawks,Trouble,21,289800,0,0.489,0.402,9,-10.111,1,0.0311,0.0749,2.58e-05,0.118,0.368,140.085,4,power-pop
Dinosaur Jr.,Keep the Glove,22,170973,0,0.308,0.928,7,-5.11,1,0.095,0.00857,0.000421,0.0812,0.37,129.266,4,power-pop
Blondie,Kidnapper - Remastered,20,157666,0,0.513,0.817,11,-6.615,0,0.101,0.012,7.03e-06,0.291,0.853,75.795,4,power-pop
Too Much Joy,Crush Story,19,241733,0,0.609,0.918,9,-9.976,1,0.0461,0.249,8.43e-05,0.0198,0.371,135.03,4,power-pop
Swingin' Utters,Innocence,21,93728,1,0.401,0.998,0,-3.161,1,0.0628,1.44e-05,0.0925,0.112,0.425,130.466,4,power-pop
Elvis Costello;The Imposters,What If I Can't Give You Anything But Love?,22,243510,0,0.454,0.839,2,-5.543,1,0.0478,1.88e-05,0.00035,0.118,0.531,120.017,3,power-pop
Smoking Popes,Midnight Moon,20,131373,0,0.431,0.741,9,-6.158,1,0.0315,0.0742,0.00146,0.27,0.516,133.011,4,power-pop
Old 97's,Weightless,21,224426,0,0.528,0.423,2,-10.147,1,0.025,0.0717,0.00215,0.276,0.474,84.097,4,power-pop
Groovie Ghoulies,Wolf Girl,19,109693,0,0.305,0.927,7,-6.162,1,0.097,0.000762,3.75e-05,0.349,0.854,160.483,4,power-pop
Old 97's,Valentine,21,188406,0,0.596,0.42,10,-10.584,1,0.0255,0.776,0.0103,0.094,0.431,91.899,4,power-pop
Nick Lowe,Blue on Blue,21,206386,0,0.646,0.425,3,-10.233,1,0.0257,0.326,0.214,0.0933,0.77,97.647,4,power-pop
Dan Vapid & the Cheats,I Wanna Go to Machu Picchu Before I Die,19,72109,0,0.565,0.881,8,-4.338,1,0.0403,0.00608,0.0,0.318,0.826,118.942,4,power-pop
Guided By Voices,Girls of Wild Strawberries,20,150133,0,0.605,0.773,9,-4.006,1,0.0289,0.242,0.948,0.0939,0.688,102.173,4,power-pop
Paul Westerberg,Dice Behind Your Shades,20,254266,0,0.527,0.784,9,-10.59,0,0.0404,0.0587,0.0,0.222,0.669,143.585,4,power-pop
Cheap Trick,The House Is Rockin' (With Domestic Problems),22,310360,0,0.356,0.944,9,-10.448,1,0.0506,0.00814,0.558,0.467,0.537,164.207,4,power-pop
Joe Jackson,A Slow Song,22,423360,0,0.309,0.557,5,-7.049,1,0.0275,0.119,2.62e-06,0.0583,0.205,174.372,3,power-pop
The Only Ones,No Peace For The Wicked - 2008 re-mastered version,20,171480,0,0.633,0.643,11,-7.865,1,0.0308,0.0302,2.64e-05,0.325,0.747,113.687,4,power-pop
Masked Intruder,Saturday Night Alone,19,129960,0,0.463,0.981,11,-4.448,1,0.0488,0.00018,1.13e-05,0.348,0.693,110.005,4,power-pop
Nick Lowe,Lay It On Me Baby,21,172106,0,0.592,0.597,7,-10.594,1,0.0303,0.163,2.78e-05,0.0728,0.844,119.363,4,power-pop
Elvis Costello & The Attractions,Sunday's Best,21,202000,0,0.477,0.479,2,-14.853,1,0.0382,0.113,0.0,0.0989,0.742,190.854,3,power-pop
Dave Edmunds,Sweet Little Lisa,20,222466,0,0.271,0.933,9,-9.07,1,0.0906,0.114,1.63e-06,0.364,0.743,187.454,4,power-pop
Redd Kross,Lady In The Front Row,19,199600,0,0.273,0.93,0,-8.294,1,0.0622,9.43e-05,0.821,0.176,0.455,133.877,4,power-pop
Elvis Costello,...This Town...,22,270200,0,0.708,0.717,7,-7.762,1,0.0678,0.156,6.02e-06,0.0431,0.848,130.025,4,power-pop
The Jayhawks,Don't Let The World Get In Your Way,21,259200,0,0.489,0.51,7,-5.557,1,0.0251,0.0637,1.88e-06,0.0907,0.185,83.194,4,power-pop
Masked Intruder,Crazy,19,159626,0,0.498,0.807,0,-5.246,1,0.0428,0.000708,0.00903,0.178,0.455,99.949,4,power-pop
The New Pornographers,Marching Orders,22,259079,0,0.587,0.904,4,-6.249,1,0.0319,0.00119,0.133,0.353,0.882,114.021,4,power-pop
Masked Intruder,Am I Only Dreaming,19,116986,0,0.451,0.895,8,-4.534,1,0.0481,0.000674,0.00342,0.397,0.686,96.957,4,power-pop
Teenage Bottlerocket,Call in Sick,21,133120,0,0.437,0.96,6,-3.52,0,0.105,0.000384,2.31e-06,0.314,0.768,194.026,4,power-pop
The Replacements,Birthday Gal - Demo,21,293106,0,0.536,0.692,9,-7.567,1,0.0596,0.00221,0.00385,0.362,0.388,121.62,4,power-pop
Hoodoo Gurus,The Other Side Of Paradise - 2005 Remaster,20,212840,0,0.544,0.855,0,-3.464,1,0.0282,0.00341,0.0428,0.26,0.609,139.432,4,power-pop
Hoodoo Gurus,Mars Needs Guitars! - 2005 Remaster,20,173160,0,0.522,0.853,5,-3.973,1,0.0319,0.000145,0.696,0.15,0.794,102.905,4,power-pop
Off With Their Heads,The Eyes of Death,21,164773,0,0.515,0.992,9,-4.423,1,0.0471,0.000145,0.0267,0.346,0.489,102.518,4,power-pop
The Replacements,Shooting Dirty Pool - 2008 Remaster,21,142533,0,0.401,0.968,11,-5.344,0,0.119,0.0191,0.0,0.409,0.27,151.762,4,power-pop
Tove Lo,Habits (Stay High),76,209160,0,0.733,0.65,5,-3.539,1,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,4,synth-pop
Tears For Fears,Everybody Wants To Rule The World,87,251488,0,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,4,synth-pop
Tove Lo,Habits (Stay High),53,209160,0,0.733,0.65,5,-3.539,1,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,4,synth-pop
Tove Lo,Talking Body,67,238426,1,0.736,0.761,4,-5.449,0,0.0338,0.0966,0.0,0.0823,0.114,119.999,4,synth-pop
Cutting Crew,(I Just) Died In Your Arms,77,280400,0,0.625,0.726,11,-11.402,0,0.0444,0.0158,0.000169,0.0625,0.507,124.945,4,synth-pop
Tove Lo,Grapefruit,70,231333,0,0.724,0.684,2,-5.129,1,0.0342,0.00134,0.000441,0.151,0.163,105.0,4,synth-pop
Wham!,Last Christmas,74,262960,0,0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,4,synth-pop
Tove Lo,2 Die 4,75,185875,0,0.816,0.8,10,-5.705,0,0.0733,0.0283,6.03e-05,0.129,0.534,118.014,4,synth-pop
Eurythmics;Annie Lennox;Dave Stewart,Sweet Dreams (Are Made of This) - Remastered,82,216933,0,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,4,synth-pop
Wham!,Wake Me Up Before You Go-Go,80,231333,0,0.62,0.573,0,-11.893,1,0.0423,0.271,0.0,0.0607,0.897,81.548,4,synth-pop
a-ha,Take on Me,85,225280,0,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,4,synth-pop
Modern Talking,Cheri Cheri Lady,70,226333,0,0.677,0.616,10,-13.826,1,0.032,0.458,0.0132,0.349,0.851,114.223,4,synth-pop
Tove Lo,"How Long - From""Euphoria"" An HBO Original Series",71,199314,0,0.668,0.687,7,-7.129,0,0.058,0.0157,0.000822,0.149,0.468,97.025,4,synth-pop
Berlin,"Take My Breath Away - Love Theme from ""Top Gun""",76,255733,0,0.497,0.719,6,-9.397,1,0.0266,0.0613,0.0,0.411,0.547,95.769,4,synth-pop
Icona Pop;Charli XCX,I Love It (feat. Charli XCX),70,157152,1,0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,4,synth-pop
Rick Astley,Never Gonna Give You Up,45,213573,0,0.721,0.939,8,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309,4,synth-pop
Rick Astley,Never Gonna Give You Up,80,213573,0,0.721,0.939,8,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309,4,synth-pop
Tove Lo,Habits (Stay High),0,208000,0,0.688,0.719,5,-3.402,1,0.0354,0.0415,5.63e-05,0.0921,0.406,110.014,4,synth-pop
Tove Lo,Cool Girl,0,199179,1,0.66,0.695,9,-7.076,0,0.113,0.313,7.17e-06,0.0752,0.204,101.997,4,synth-pop
Tears For Fears,Everybody Wants To Rule The World,4,253400,0,0.641,0.931,7,-5.779,1,0.0701,0.304,0.00176,0.126,0.508,111.989,4,synth-pop
Tears For Fears,Everybody Wants To Rule The World,1,253400,0,0.641,0.931,7,-5.779,1,0.0701,0.304,0.00176,0.126,0.508,111.989,4,synth-pop
Tears For Fears,Head Over Heels,1,256146,0,0.602,0.839,4,-4.251,0,0.0255,0.502,0.00118,0.095,0.653,95.16,4,synth-pop
Tears For Fears,Everybody Wants To Rule The World,1,253400,0,0.641,0.931,7,-5.779,1,0.0701,0.304,0.00176,0.126,0.508,111.989,4,synth-pop
Tove Lo,I'm Coming,1,196558,0,0.65,0.625,0,-10.122,0,0.0359,0.00536,0.00046,0.119,0.293,118.965,4,synth-pop
Icona Pop;Charli XCX,I Love It,1,155733,0,0.731,0.886,1,-3.228,1,0.027,0.0281,4.59e-06,0.226,0.797,125.992,4,synth-pop
a-ha,Take On Me,0,228520,0,0.524,0.931,6,-6.444,0,0.0472,0.0115,0.00187,0.0588,0.811,169.441,4,synth-pop
Tears For Fears,Mad World,2,215400,0,0.628,0.907,4,-6.047,1,0.0412,0.0471,0.0579,0.0635,0.954,118.724,4,synth-pop
La Roux,In For The Kill,0,250160,0,0.627,0.973,8,-0.223,0,0.0435,0.00137,0.0,0.0851,0.894,150.063,4,synth-pop
Tears For Fears,Shout,0,394426,0,0.503,0.98,0,-5.423,1,0.0551,0.199,1.12e-05,0.373,0.381,97.891,4,synth-pop
Tears For Fears,Mad World,0,215400,0,0.628,0.907,4,-6.047,1,0.0412,0.0471,0.0579,0.0635,0.954,118.724,4,synth-pop
a-ha,Stay On These Roads,1,286546,0,0.573,0.527,5,-8.726,1,0.0309,0.0854,0.00928,0.216,0.15,103.985,4,synth-pop
La Roux,In For The Kill,1,250160,0,0.627,0.973,8,-0.223,0,0.0435,0.00137,0.0,0.0851,0.894,150.063,4,synth-pop
a-ha;Kygo,Take On Me - Kygo Remix,0,226666,0,0.536,0.78,9,-6.008,1,0.113,0.16,0.00079,0.137,0.622,179.971,4,synth-pop
La Roux,In For The Kill,0,250160,0,0.627,0.973,8,-0.223,0,0.0435,0.00137,0.0,0.0851,0.894,150.063,4,synth-pop
Icona Pop,The City We Call Home,0,171306,0,0.588,0.606,2,-6.46,1,0.102,0.00786,7.33e-06,0.0679,0.536,155.067,4,synth-pop
Icona Pop;Just Kiddin,Brightside - Just Kiddin Remix,0,306463,0,0.817,0.63,9,-4.631,1,0.203,0.00237,0.35,0.202,0.432,122.933,4,synth-pop
La Roux;GAMPER & DADONI,Bulletproof,0,162213,0,0.752,0.771,6,-5.95,1,0.0311,0.00341,1.73e-05,0.0905,0.527,126.02,4,synth-pop
Icona Pop;Charli XCX;Cobra Starship,I Love It - [Cobra Starship Remix] [Radio Edit],0,212072,1,0.773,0.97,1,-4.915,1,0.196,0.0925,0.679,0.161,0.341,127.999,4,synth-pop
Duran Duran,Ordinary World - Acoustic,1,309160,0,0.437,0.434,1,-7.739,0,0.0274,0.46,1.04e-05,0.101,0.253,140.714,4,synth-pop
a-ha,I've Been Losing You,1,266533,0,0.639,0.775,7,-11.682,1,0.0343,0.0399,0.000282,0.0514,0.45,118.993,4,synth-pop
Pet Shop Boys,Heart,2,238106,0,0.676,0.907,9,-5.711,0,0.0385,0.0315,0.00177,0.0908,0.629,120.04,4,synth-pop
Simple Minds,Don't You (Forget About Me),2,260733,0,0.638,0.858,2,-5.527,1,0.031,0.127,0.00105,0.333,0.743,111.12,4,synth-pop
Simple Minds,Don't You (Forget About Me),1,260733,0,0.638,0.858,2,-5.527,1,0.031,0.127,0.00105,0.333,0.743,111.12,4,synth-pop
Simple Minds,Don't You (Forget About Me),2,260733,0,0.638,0.858,2,-5.527,1,0.031,0.127,0.00105,0.333,0.743,111.12,4,synth-pop
New Order,World in Motion,1,272133,0,0.609,0.93,1,-5.861,1,0.0511,0.0273,0.0327,0.107,0.729,123.908,4,synth-pop
Duran Duran,Girls on Film - 2010 Remaster,0,212853,0,0.726,0.859,7,-6.208,1,0.0638,0.0173,0.0137,0.048,0.53,131.71,4,synth-pop
Pet Shop Boys,Always on My Mind,0,234906,0,0.534,0.782,7,-10.611,1,0.0365,0.0116,0.0552,0.186,0.728,124.867,4,synth-pop
Duran Duran,Hungry Like the Wolf - 2009 Remaster,0,220626,0,0.691,0.813,0,-7.775,1,0.0559,0.0433,1.16e-06,0.299,0.686,127.568,4,synth-pop
New Order,"Temptation (7"" Version) - 2015 Remaster",1,324413,0,0.775,0.743,0,-8.794,1,0.0306,0.000868,0.0712,0.177,0.649,125.611,4,synth-pop
Pet Shop Boys;Dusty Springfield,What Have I Done to Deserve This?,0,260413,0,0.711,0.875,5,-5.24,1,0.0336,0.128,0.00132,0.159,0.925,118.02,4,synth-pop
Tove Lo;Hippie Sabotage,Stay High - Habits Remix,68,258386,0,0.736,0.677,4,-7.036,0,0.0352,0.00114,0.844,0.0949,0.0747,121.01,4,synth-pop
Tove Lo,Lies In The Dark,52,221440,0,0.299,0.448,1,-7.819,1,0.0452,0.0275,0.0,0.0892,0.172,177.59,4,synth-pop
Tove Lo,Cool Girl,65,199179,1,0.674,0.694,9,-7.076,0,0.109,0.313,7.17e-06,0.0752,0.203,101.993,4,synth-pop
Videoclub,Amour plastique,68,227026,0,0.7,0.354,6,-14.043,0,0.0345,0.765,0.00158,0.128,0.245,119.965,4,synth-pop
Tove Lo;Hippie Sabotage,Habits (Stay High) - Hippie Sabotage Remix,37,258933,0,0.735,0.686,4,-7.562,0,0.0366,0.00108,0.871,0.0933,0.0656,121.011,4,synth-pop
CHVRCHES,Forever,47,224459,0,0.434,0.768,5,-3.992,1,0.0364,0.000631,0.0,0.276,0.305,151.993,4,synth-pop
Laura Branigan,Self Control,73,246440,0,0.814,0.686,6,-12.172,0,0.0342,0.219,0.00382,0.155,0.778,106.679,4,synth-pop
Tears For Fears;Speed Radio;Steven Wilson,Everybody Wants To Rule The World - Sped Up Version,61,183634,0,0.36,0.887,1,-7.109,1,0.045,0.188,0.00982,0.0809,0.58,129.646,1,synth-pop
Tove Lo,Suburbia,65,199071,0,0.61,0.555,6,-8.349,0,0.067,0.0839,0.0461,0.144,0.286,166.007,4,synth-pop
Tove Lo;SG Lewis,Call on Me (with SG Lewis),63,196537,0,0.548,0.884,6,-5.225,0,0.0547,0.00561,1.77e-05,0.151,0.335,120.989,4,synth-pop
Tove Lo,True Romance,61,245978,0,0.408,0.314,0,-7.729,1,0.0323,0.48,1.27e-05,0.111,0.0833,105.096,4,synth-pop
Tove Lo,No One Dies From Love,63,186018,0,0.659,0.803,0,-6.632,1,0.0558,0.0745,1.16e-06,0.251,0.339,121.085,4,synth-pop
Tove Lo,Grapefruit,66,231333,0,0.722,0.687,2,-5.128,1,0.0343,0.00134,0.000366,0.151,0.147,105.007,4,synth-pop
Tove Lo;SG Lewis,Pineapple Slice (with SG Lewis),63,176544,1,0.819,0.543,11,-6.397,0,0.0632,0.00129,0.0,0.105,0.667,120.966,4,synth-pop
Tove Lo,I’m to Blame,60,200757,0,0.533,0.464,7,-8.708,1,0.0269,0.196,0.0,0.237,0.157,92.184,4,synth-pop
Dead Or Alive,You Spin Me Round (Like a Record),76,195146,0,0.554,0.963,6,-3.762,0,0.035,0.000244,0.0702,0.431,0.918,128.175,4,synth-pop
Tove Lo,Kick In The Head,60,195440,0,0.873,0.829,0,-5.912,1,0.102,0.0787,0.0112,0.207,0.658,102.993,4,synth-pop
Tove Lo,2 Die 4,64,185875,0,0.816,0.8,10,-5.705,0,0.0738,0.028,7.38e-05,0.129,0.533,118.01,4,synth-pop
Tove Lo;First Aid Kit,Cute & Cruel (feat. First Aid Kit),62,180617,0,0.633,0.351,2,-7.716,0,0.0313,0.697,0.0,0.12,0.356,118.145,4,synth-pop
Tove Lo;Channel Tres,Attention Whore (feat. Channel Tres),63,190835,1,0.749,0.694,8,-8.879,0,0.0951,0.0134,0.765,0.136,0.688,123.037,4,synth-pop
Tove Lo,No One Dies From Love,72,186018,0,0.652,0.801,0,-6.632,1,0.0576,0.0717,1.22e-06,0.264,0.346,121.099,4,synth-pop
Modern Talking,Brother Louie,70,222666,0,0.783,0.836,0,-9.223,0,0.0486,0.396,0.0236,0.135,0.831,108.966,4,synth-pop
The Buggles,Video Killed The Radio Star,72,252773,0,0.68,0.678,1,-11.548,1,0.0754,0.103,0.00828,0.204,0.251,131.165,4,synth-pop
Icona Pop;VIZE,Off Of My Mind,68,164739,0,0.798,0.752,1,-5.947,1,0.227,0.128,0.0362,0.0795,0.565,125.996,4,synth-pop
Soft Cell,Tainted Love,79,153800,0,0.5,0.501,0,-8.284,0,0.0376,0.462,0.0,0.26,0.623,144.438,4,synth-pop
Spandau Ballet,True,0,328293,0,0.744,0.546,0,-9.361,1,0.0297,0.504,0.103,0.0649,0.345,97.415,4,synth-pop
Culture Club,Time (Clock Of The Heart),0,223933,0,0.719,0.723,0,-8.267,0,0.0367,0.548,0.0,0.0883,0.925,116.941,4,synth-pop
Laura Branigan,Self Control,0,247146,0,0.808,0.799,6,-8.567,0,0.0343,0.21,0.00404,0.112,0.725,106.678,4,synth-pop
Soft Cell,Tainted Love,2,160051,0,0.487,0.533,0,-4.683,1,0.0321,0.0867,0.0,0.232,0.629,144.631,4,synth-pop
Cutting Crew,(I Just) Died In Your Arms,0,269040,0,0.535,0.831,11,-5.961,0,0.0524,0.00347,4.5e-05,0.0835,0.289,124.909,4,synth-pop
Spandau Ballet,To Cut a Long Story Short,1,201013,0,0.716,0.86,2,-7.807,1,0.046,0.00917,0.839,0.251,0.958,142.168,4,synth-pop
Frankie Goes To Hollywood,The Power Of Love,0,328864,0,0.465,0.23,5,-13.791,0,0.0325,0.349,2.85e-06,0.539,0.114,123.102,4,synth-pop
The Human League,Don't You Want Me,1,236920,0,0.744,0.686,9,-8.016,0,0.0437,0.101,0.0,0.0718,0.894,117.483,4,synth-pop
Culture Club,Karma Chameleon - Remastered 2002,0,256200,0,0.631,0.867,10,-2.207,1,0.036,0.237,0.0,0.12,0.916,92.136,4,synth-pop
The Human League,Don't You Want Me,1,236920,0,0.744,0.686,9,-8.016,0,0.0437,0.101,0.0,0.0718,0.894,117.483,4,synth-pop
The Human League,Don't You Want Me,0,236920,0,0.744,0.686,9,-8.016,0,0.0437,0.101,0.0,0.0718,0.894,117.483,4,synth-pop
Talk Talk,It's My Life,0,232280,0,0.603,0.897,0,-4.928,1,0.0435,0.0758,0.465,0.306,0.826,126.279,4,synth-pop
Frankie Goes To Hollywood,The Power Of Love,0,328864,0,0.465,0.23,5,-13.791,0,0.0325,0.349,2.85e-06,0.539,0.114,123.102,4,synth-pop
Frankie Goes To Hollywood,The Power Of Love,0,328864,0,0.465,0.23,5,-13.791,0,0.0325,0.349,2.85e-06,0.539,0.114,123.102,4,synth-pop
The Human League,Don't You Want Me,0,236920,0,0.744,0.686,9,-8.016,0,0.0437,0.101,0.0,0.0718,0.894,117.483,4,synth-pop
Culture Club,Karma Chameleon - Remastered 2002,0,256200,0,0.631,0.867,10,-2.207,1,0.036,0.237,0.0,0.12,0.916,92.136,4,synth-pop
Frankie Goes To Hollywood,The Power Of Love,0,328864,0,0.465,0.23,5,-13.791,0,0.0325,0.349,2.85e-06,0.539,0.114,123.102,4,synth-pop
Frankie Goes To Hollywood,The Power Of Love,0,328864,0,0.465,0.23,5,-13.791,0,0.0325,0.349,2.85e-06,0.539,0.114,123.102,4,synth-pop
Culture Club,Karma Chameleon - Remastered 2002,0,256200,0,0.631,0.867,10,-2.207,1,0.036,0.237,0.0,0.12,0.916,92.136,4,synth-pop
Frankie Goes To Hollywood,The Power Of Love,0,328864,0,0.465,0.23,5,-13.791,0,0.0325,0.349,2.85e-06,0.539,0.114,123.102,4,synth-pop
Frankie Goes To Hollywood,The Power Of Love,0,328864,0,0.465,0.23,5,-13.791,0,0.0325,0.349,2.85e-06,0.539,0.114,123.102,4,synth-pop
Orchestral Manoeuvres In The Dark,Joan Of Arc (Maid Of Orleans),0,252306,0,0.524,0.533,8,-14.142,1,0.0341,0.0724,0.69,0.0456,0.348,109.648,3,synth-pop
The Human League,The Sound Of The Crowd - Remastered 2002,0,244906,0,0.772,0.544,7,-10.044,1,0.107,0.00537,3.82e-05,0.0567,0.89,145.0,4,synth-pop
Talk Talk,Living in Another World (Single Version),0,254933,0,0.585,0.89,9,-8.11,0,0.0336,0.0461,0.204,0.571,0.92,110.054,4,synth-pop
Frankie Goes To Hollywood,The Power Of Love,0,328864,0,0.465,0.23,5,-13.791,0,0.0325,0.349,2.85e-06,0.539,0.114,123.102,4,synth-pop
Bronski Beat,Smalltown Boy,73,302413,0,0.685,0.584,5,-10.616,0,0.0276,0.288,0.00918,0.124,0.939,134.546,4,synth-pop
Tove Lo,disco tits,64,223794,1,0.79,0.728,7,-6.523,1,0.0612,0.025,0.00106,0.172,0.333,110.059,4,synth-pop
Tears For Fears,Head Over Heels,69,256146,0,0.602,0.839,4,-4.251,0,0.0255,0.502,0.00128,0.095,0.653,95.159,4,synth-pop
Tove Lo;The Chainsmokers,Habits (Stay High) - The Chainsmokers Radio Edit,55,264920,0,0.678,0.825,10,-5.923,1,0.0367,0.00422,0.00235,0.131,0.0388,128.018,4,synth-pop
Culture Club,Karma Chameleon,60,252760,0,0.661,0.552,10,-12.385,1,0.0337,0.214,0.0,0.206,0.928,92.056,4,synth-pop
La Roux;GAMPER & DADONI,Bulletproof,70,162213,0,0.752,0.771,6,-5.95,1,0.0311,0.00341,1.73e-05,0.0905,0.527,126.02,4,synth-pop
Limahl,Never Ending Story,66,212173,0,0.599,0.622,0,-13.971,1,0.0296,0.359,0.00235,0.114,0.851,122.312,4,synth-pop
Tove Styrke,Say My Name,54,205760,0,0.722,0.451,2,-9.707,1,0.125,0.104,0.0,0.0596,0.571,164.035,4,synth-pop
Berlin,Take My Breath Away,65,264213,0,0.578,0.477,1,-8.119,1,0.0228,0.448,0.00031,0.124,0.511,95.892,4,synth-pop
Tove Lo;Doja Cat,Equally Lost (feat. Doja Cat),59,134845,1,0.654,0.766,2,-5.48,1,0.127,0.0178,2.37e-05,0.28,0.521,187.901,4,synth-pop
